date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:50:05	25463/25463	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:48%20GMT	https://egemem.com/theme/bitter/v1/preview/blog-home.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/blog-home.html	(from https://egemem.com/theme/bitter/v1/preview/index.html)
14:50:05	8012/8012	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:52%20GMT	https://egemem.com/theme/bitter/v1/preview/page-login.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/page-login.html	(from https://egemem.com/theme/bitter/v1/preview/index.html)
14:50:05	88145/88145	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2011%20Dec%202019%2010:07:28%20GMT	https://egemem.com/theme/bitter/v1/preview/assets/js/lib/jquery-3.4.1.min.js	D:/web/bitter/egemem.com/theme/bitter/v1/preview/assets/js/lib/jquery-3.4.1.min.js	(from https://egemem.com/theme/bitter/v1/preview/index.html)
14:50:06	21004/21004	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2011%20Dec%202019%2010:07:29%20GMT	https://egemem.com/theme/bitter/v1/preview/assets/js/lib/popper.min.js	D:/web/bitter/egemem.com/theme/bitter/v1/preview/assets/js/lib/popper.min.js	(from https://egemem.com/theme/bitter/v1/preview/index.html)
14:50:06	58072/58072	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2011%20Dec%202019%2010:07:29%20GMT	https://egemem.com/theme/bitter/v1/preview/assets/js/lib/bootstrap.min.js	D:/web/bitter/egemem.com/theme/bitter/v1/preview/assets/js/lib/bootstrap.min.js	(from https://egemem.com/theme/bitter/v1/preview/index.html)
14:50:06	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2011%20Dec%202019%2010:07:28%20GMT	https://egemem.com/theme/bitter/v1/preview/assets/js/plugins/owl.carousel.min.js	D:/web/bitter/egemem.com/theme/bitter/v1/preview/assets/js/plugins/owl.carousel.min.js	(from https://egemem.com/theme/bitter/v1/preview/index.html)
14:50:06	1738/1738	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2011%20Dec%202019%2010:07:25%20GMT	https://egemem.com/theme/bitter/v1/preview/assets/js/app.js	D:/web/bitter/egemem.com/theme/bitter/v1/preview/assets/js/app.js	(from https://egemem.com/theme/bitter/v1/preview/index.html)
14:50:07	45212/45212	---M-Z	200	added ('OK')	text/css	etag:W/%22b09c-0qR+qwWhl5h3I61TCWRhFVmJ40Y%22	https://unpkg.com/ionicons@4.5.10-0/dist/css/ionicons.min.css	D:/web/bitter/unpkg.com/ionicons@4.5.10-0/dist/css/ionicons.min.css	(from https://egemem.com/theme/bitter/v1/preview/assets/css/style.css)
14:50:07	1236/1236	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2010%20Feb%202020%2007:50:05%20GMT	https://egemem.com/theme/bitter/v1/preview/assets/css/owl.video.play.png	D:/web/bitter/egemem.com/theme/bitter/v1/preview/assets/css/owl.video.play.png	(from https://egemem.com/theme/bitter/v1/preview/assets/css/style.css)
14:50:07	1295/1295	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2011%20Dec%202019%2010:08:14%20GMT	https://egemem.com/theme/bitter/v1/preview/assets/img/icon/arrow.svg	D:/web/bitter/egemem.com/theme/bitter/v1/preview/assets/img/icon/arrow.svg	(from https://egemem.com/theme/bitter/v1/preview/assets/css/style.css)
14:50:08	11398/11398	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:52%20GMT	https://egemem.com/theme/bitter/v1/preview/list-view-text.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/list-view-text.html	(from https://egemem.com/theme/bitter/v1/preview/pages.html)
14:50:08	11585/11585	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:51%20GMT	https://egemem.com/theme/bitter/v1/preview/list-view-basic.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/list-view-basic.html	(from https://egemem.com/theme/bitter/v1/preview/pages.html)
14:50:08	12185/12185	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:52%20GMT	https://egemem.com/theme/bitter/v1/preview/list-view-detailed.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/list-view-detailed.html	(from https://egemem.com/theme/bitter/v1/preview/pages.html)
14:50:08	11914/11914	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:52%20GMT	https://egemem.com/theme/bitter/v1/preview/list-view-iconed.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/list-view-iconed.html	(from https://egemem.com/theme/bitter/v1/preview/pages.html)
14:50:09	6914/6914	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:53%20GMT	https://egemem.com/theme/bitter/v1/preview/page-register.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/page-register.html	(from https://egemem.com/theme/bitter/v1/preview/pages.html)
14:50:09	6781/6781	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:52%20GMT	https://egemem.com/theme/bitter/v1/preview/page-forgot-password.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/page-forgot-password.html	(from https://egemem.com/theme/bitter/v1/preview/pages.html)
14:50:09	11777/11777	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:54%20GMT	https://egemem.com/theme/bitter/v1/preview/social-profile.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/social-profile.html	(from https://egemem.com/theme/bitter/v1/preview/pages.html)
14:50:09	10441/10441	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:53%20GMT	https://egemem.com/theme/bitter/v1/preview/social-post.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/social-post.html	(from https://egemem.com/theme/bitter/v1/preview/pages.html)
14:50:10	2643/2643	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:53%20GMT	https://egemem.com/theme/bitter/v1/preview/splash-iconed.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/splash-iconed.html	(from https://egemem.com/theme/bitter/v1/preview/pages.html)
14:50:10	2654/2654	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:54%20GMT	https://egemem.com/theme/bitter/v1/preview/splash-imaged.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/splash-imaged.html	(from https://egemem.com/theme/bitter/v1/preview/pages.html)
14:50:10	4498/4498	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:53%20GMT	https://egemem.com/theme/bitter/v1/preview/slider-page.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/slider-page.html	(from https://egemem.com/theme/bitter/v1/preview/pages.html)
14:50:10	18161/18161	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:52%20GMT	https://egemem.com/theme/bitter/v1/preview/page-about.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/page-about.html	(from https://egemem.com/theme/bitter/v1/preview/pages.html)
14:50:11	13015/13015	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:52%20GMT	https://egemem.com/theme/bitter/v1/preview/page-contact.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/page-contact.html	(from https://egemem.com/theme/bitter/v1/preview/pages.html)
14:50:11	2653/2653	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:52%20GMT	https://egemem.com/theme/bitter/v1/preview/page-404.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/page-404.html	(from https://egemem.com/theme/bitter/v1/preview/pages.html)
14:50:11	11369/11369	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:52%20GMT	https://egemem.com/theme/bitter/v1/preview/page-faq.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/page-faq.html	(from https://egemem.com/theme/bitter/v1/preview/pages.html)
14:50:11	2648/2648	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:52%20GMT	https://egemem.com/theme/bitter/v1/preview/page-maintenance.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/page-maintenance.html	(from https://egemem.com/theme/bitter/v1/preview/pages.html)
14:50:12	3798/3798	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:53%20GMT	https://egemem.com/theme/bitter/v1/preview/page-under-construction.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/page-under-construction.html	(from https://egemem.com/theme/bitter/v1/preview/pages.html)
14:50:12	15025/15025	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:49%20GMT	https://egemem.com/theme/bitter/v1/preview/components-cards.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/components-cards.html	(from https://egemem.com/theme/bitter/v1/preview/components.html)
14:50:12	16739/16739	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:49%20GMT	https://egemem.com/theme/bitter/v1/preview/components-buttons.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/components-buttons.html	(from https://egemem.com/theme/bitter/v1/preview/components.html)
14:50:12	23602/23602	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:50%20GMT	https://egemem.com/theme/bitter/v1/preview/components-sliders.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/components-sliders.html	(from https://egemem.com/theme/bitter/v1/preview/components.html)
14:50:13	15333/15333	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:50%20GMT	https://egemem.com/theme/bitter/v1/preview/components-header.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/components-header.html	(from https://egemem.com/theme/bitter/v1/preview/components.html)
14:50:13	24174/24174	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:49%20GMT	https://egemem.com/theme/bitter/v1/preview/components-bottommenu.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/components-bottommenu.html	(from https://egemem.com/theme/bitter/v1/preview/components.html)
14:50:13	11854/11854	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:50%20GMT	https://egemem.com/theme/bitter/v1/preview/components-form-elements.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/components-form-elements.html	(from https://egemem.com/theme/bitter/v1/preview/components.html)
14:50:14	10915/10915	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:51%20GMT	https://egemem.com/theme/bitter/v1/preview/components-toggles.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/components-toggles.html	(from https://egemem.com/theme/bitter/v1/preview/components.html)
14:50:14	17359/17359	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:49%20GMT	https://egemem.com/theme/bitter/v1/preview/components-accordion.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/components-accordion.html	(from https://egemem.com/theme/bitter/v1/preview/components.html)
14:50:14	11621/11621	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:49%20GMT	https://egemem.com/theme/bitter/v1/preview/components-chips.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/components-chips.html	(from https://egemem.com/theme/bitter/v1/preview/components.html)
14:50:14	10947/10947	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:49%20GMT	https://egemem.com/theme/bitter/v1/preview/components-contentbox.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/components-contentbox.html	(from https://egemem.com/theme/bitter/v1/preview/components.html)
14:50:15	9861/9861	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:50%20GMT	https://egemem.com/theme/bitter/v1/preview/components-divider.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/components-divider.html	(from https://egemem.com/theme/bitter/v1/preview/components.html)
14:50:15	10865/10865	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:51%20GMT	https://egemem.com/theme/bitter/v1/preview/components-typography.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/components-typography.html	(from https://egemem.com/theme/bitter/v1/preview/components.html)
14:50:15	14862/14862	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:50%20GMT	https://egemem.com/theme/bitter/v1/preview/components-icons.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/components-icons.html	(from https://egemem.com/theme/bitter/v1/preview/components.html)
14:50:15	11075/11075	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:50%20GMT	https://egemem.com/theme/bitter/v1/preview/components-images.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/components-images.html	(from https://egemem.com/theme/bitter/v1/preview/components.html)
14:50:16	11957/11957	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:50%20GMT	https://egemem.com/theme/bitter/v1/preview/components-pagination.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/components-pagination.html	(from https://egemem.com/theme/bitter/v1/preview/components.html)
14:50:16	11272/11272	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:51%20GMT	https://egemem.com/theme/bitter/v1/preview/components-spinners.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/components-spinners.html	(from https://egemem.com/theme/bitter/v1/preview/components.html)
14:50:16	11362/11362	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:49%20GMT	https://egemem.com/theme/bitter/v1/preview/components-comments.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/components-comments.html	(from https://egemem.com/theme/bitter/v1/preview/components.html)
14:50:16	14788/14788	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:51%20GMT	https://egemem.com/theme/bitter/v1/preview/components-tabs.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/components-tabs.html	(from https://egemem.com/theme/bitter/v1/preview/components.html)
14:50:17	13703/13703	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202019%2010:51:51%20GMT	https://egemem.com/theme/bitter/v1/preview/components-table.html	D:/web/bitter/egemem.com/theme/bitter/v1/preview/components-table.html	(from https://egemem.com/theme/bitter/v1/preview/components.html)
14:50:18	69196/69196	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Dec%202019%2010:36:04%20GMT	https://egemem.com/theme/bitter/v1/preview/assets/img/sample/photo7.jpg	D:/web/bitter/egemem.com/theme/bitter/v1/preview/assets/img/sample/photo7.jpg	(from https://egemem.com/theme/bitter/v1/preview/blog-home.html)
14:50:18	214363/214363	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Dec%202019%2010:36:09%20GMT	https://egemem.com/theme/bitter/v1/preview/assets/img/sample/photo6.jpg	D:/web/bitter/egemem.com/theme/bitter/v1/preview/assets/img/sample/photo6.jpg	(from https://egemem.com/theme/bitter/v1/preview/blog-home.html)
14:50:19	27561/27561	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Dec%202019%2010:35:57%20GMT	https://egemem.com/theme/bitter/v1/preview/assets/img/sample/draw-2.png	D:/web/bitter/egemem.com/theme/bitter/v1/preview/assets/img/sample/draw-2.png	(from https://egemem.com/theme/bitter/v1/preview/page-register.html)
14:50:19	69386/69386	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Dec%202019%2010:36:09%20GMT	https://egemem.com/theme/bitter/v1/preview/assets/img/sample/photo9.jpg	D:/web/bitter/egemem.com/theme/bitter/v1/preview/assets/img/sample/photo9.jpg	(from https://egemem.com/theme/bitter/v1/preview/blog-home.html)
